SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,SCHOOL_NUMBER,AB_STUDENT_IN_AB_PROGRAM,ELL,FRENCH_PROGRAM,CORE_FRENCH,FRENCH_IMMERSION,PROGRAMME_FRANCOPHONE,CAREER_PREPARATION,CAREER_TECH_CENTRE,CONTINUING_ED_PROGRAM,COOP,DIST_LEARNING,APPRENTICESHIP
2013/2014,SCHOOL LEVEL,BC Public School,39,3996113,,,274,274,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996128,,,240,240,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996129,,,205,205,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996135,,,205,205,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996138,,,229,229,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996140,,56,415,415,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996145,,114,173,173,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996147,,,221,221,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996150,,,233,233,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996161,,,234,234,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996173,,,434,434,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996225,,,124,124,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996319,,,,,,,,,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996332,,,,,,,,,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996435,,51,451,451,,,,,,,5,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996451,,,66,66,,,,,,,44,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996475,,,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996509,,26,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996527,,,,,,,,,2,,9,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996538,,,,,,,,,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996594,,,30,30,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996601,,,58,58,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996645,,,870,870,,,,,,,28,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996659,,,,,,,,,,,5,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996662,,,154,154,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996692,,,1,,,1,,,,,5,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996693,,12,71,71,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996721,2,,1,1,,,,,2,,1988,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996724,,25,,,,,,,,,7,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996732,,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996733,,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996844,,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996845,,,,,,,,,1,,2,
2013/2014,SCHOOL LEVEL,BC Public School,39,3996870,,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,39,3998004,1,,8,8,,,,,49,,504,
2013/2014,SCHOOL LEVEL,BC Public School,39,3999214,1,,,,,,,,,,69,
2013/2014,SCHOOL LEVEL,BC Public School,39,3999224,93,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040000,,,,,,,,,1049,,24,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040001,36,145,160,160,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040002,17,38,192,56,136,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040003,17,47,85,85,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040004,29,90,322,154,168,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040007,19,109,244,127,117,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040008,78,179,818,551,267,,53,42,18,,149,4
2013/2014,SCHOOL LEVEL,BC Public School,40,4040009,10,32,19,19,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040010,4,34,39,39,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040011,3,9,3,3,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040012,11,151,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040013,34,9,599,310,289,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4040014,8,25,196,196,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4096707,,,,,,,,,,,3,
2013/2014,SCHOOL LEVEL,BC Public School,40,4096708,,,21,21,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,40,4096862,,24,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099110,11,,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099124,27,,,,,,,8,,,5,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099126,22,,,,,,,,,,8,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099136,3,10,,,,,,,,,110,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099185,,,,,,,,,23,,194,
2013/2014,SCHOOL LEVEL,BC Public School,40,4099223,1,,,,,,,,,,241,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141000,,,,,,,,,823,,30,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141001,25,49,375,375,,,232,22,1,,170,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141002,42,96,615,615,,,468,8,1,,284,1
2013/2014,SCHOOL LEVEL,BC Public School,41,4141005,34,33,339,264,75,,155,22,,,91,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141007,35,21,314,196,118,,140,18,,,85,1
2013/2014,SCHOOL LEVEL,BC Public School,41,4141008,7,172,122,122,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141011,31,133,696,367,329,,411,2,,,122,1
2013/2014,SCHOOL LEVEL,BC Public School,41,4141015,25,49,174,142,32,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141016,8,42,312,74,238,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141017,7,55,177,93,84,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141018,8,82,211,211,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141019,3,87,85,85,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141020,14,177,118,118,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141021,7,90,171,120,51,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141022,20,122,224,145,79,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141023,6,290,252,252,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141024,13,109,158,158,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141025,8,18,96,96,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141026,14,83,125,125,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141029,17,63,171,171,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141030,8,32,63,63,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141031,4,26,54,54,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141032,9,108,267,135,132,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141033,11,83,144,144,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141034,9,65,97,97,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141035,8,70,72,72,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141036,3,22,52,52,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141037,12,274,668,227,441,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141038,21,291,179,179,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141039,9,165,117,117,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141040,12,135,132,132,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141041,9,32,82,82,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141044,12,32,65,65,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141046,5,68,351,161,190,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141047,16,117,181,181,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141048,5,66,386,90,296,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141049,16,169,166,166,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141050,15,42,62,62,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141052,21,147,93,93,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141053,11,37,128,50,78,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141054,12,121,102,102,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141056,9,90,158,158,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141057,16,53,114,114,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141060,16,42,93,93,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141061,3,69,67,67,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141062,29,148,499,499,,,361,4,,,189,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141063,40,65,395,395,,,425,14,,,150,1
2013/2014,SCHOOL LEVEL,BC Public School,41,4141065,,234,159,159,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4141066,,,,,,,2,3,,,20,13
2013/2014,SCHOOL LEVEL,BC Public School,41,4141068,43,96,270,270,,,290,2,3,,86,1
2013/2014,SCHOOL LEVEL,BC Public School,41,4141069,5,81,65,65,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4195036,6,,,,,,,1,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4195066,3,,,,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196031,,,532,532,,,,,,,43,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196072,,,249,249,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196085,,,234,234,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196118,,,230,230,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196139,,,224,224,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196141,,,362,362,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196169,,8,84,84,,,,,,,9,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196182,,,183,183,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196753,,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,41,4196766,,,124,124,,,,,,,15,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199035,,,,,,,,1,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199039,,,,,,,,,,,Msk,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199145,,,5,5,,,,,6,,347,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199193,3,,,,,,3,,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199195,,,,,,,1,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199196,5,,,,,,4,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199197,1,,,,,,1,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199198,Msk,,,,,,Msk,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,41,4199199,2,,,,,,Msk,Msk,,,Msk,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242000,6,,,,,,,,426,,8,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242001,101,3,605,328,277,,45,8,1,,64,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242002,59,,275,275,,,25,44,5,,65,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242003,71,1,476,362,114,,66,10,4,,43,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242004,94,5,249,249,,,38,9,4,,39,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242005,43,5,213,213,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242008,49,17,313,45,268,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242009,30,18,123,123,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242010,42,14,100,100,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242011,37,24,183,129,54,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242014,32,15,143,143,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242017,35,27,441,76,365,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242020,19,2,60,60,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242026,53,,,,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242031,29,26,120,120,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242032,38,21,495,100,395,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242033,17,44,115,115,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242035,29,14,183,183,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242036,39,15,137,137,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242037,35,10,213,213,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242038,48,9,560,560,,,79,1,3,,79,1
2013/2014,SCHOOL LEVEL,BC Public School,42,4242039,29,12,122,122,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242040,20,1,86,86,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242041,13,6,81,81,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242042,25,13,259,259,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242043,68,21,155,155,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242045,57,2,288,287,1,,26,67,4,,39,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242046,9,,27,27,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4242052,24,13,210,210,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4296099,,,143,143,,,,,,,8,
2013/2014,SCHOOL LEVEL,BC Public School,42,4296153,,,177,177,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,42,4296400,,,508,508,,,,,,,11,
2013/2014,SCHOOL LEVEL,BC Public School,42,4299153,21,,,,,,,,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,42,4299154,1,,,,,,,,8,,87,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343000,,,,,,,,,1043,,44,1
2013/2014,SCHOOL LEVEL,BC Public School,43,4343002,3,6,56,56,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343004,14,102,73,73,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343005,1,18,30,30,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343006,14,30,38,38,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343009,6,122,82,82,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343010,26,40,54,54,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343011,11,27,83,83,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343012,28,103,59,59,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343013,15,35,38,38,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343017,4,67,54,54,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343018,18,149,222,61,161,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343019,9,15,272,31,241,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343020,12,85,69,69,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343021,7,54,51,51,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343022,7,22,19,19,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343023,6,37,24,24,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343024,14,23,550,550,,,,,,,1,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343027,16,16,289,20,269,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343029,26,98,113,113,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343030,4,,2,,2,,,,,,5,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343031,6,27,170,26,144,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343033,7,58,113,113,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343034,15,82,81,81,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343036,9,39,202,22,180,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343037,5,47,18,18,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343038,12,94,48,48,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343043,9,56,48,48,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343044,9,74,19,19,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343045,3,44,75,75,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343046,13,25,71,71,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343047,5,128,207,57,150,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343048,3,136,307,83,224,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343049,8,91,60,60,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343050,2,150,67,67,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343051,5,15,29,29,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343053,14,17,263,22,241,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343054,12,12,37,37,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343055,29,67,286,36,250,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343056,9,110,34,34,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343057,3,69,59,59,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343058,12,41,40,40,,,,,,,,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343060,33,,,,,,,1,,,2,
2013/2014,SCHOOL LEVEL,BC Public School,43,4343069,14,215,119,119,,,,,,,,
